Systematic_ID	Mass (kDa)	pI	Charge	Residues	CAI
SPBC800.03	76.79	6.3	-9.66	687	0.61
SPBC800.04c	10.42	11.41	17.06	94	0.44
SPBC800.05c	50.54	4.65	-20.7	449	0.57
SPBC800.06	33.90	9.7	8.62	295	0.57
SPBC800.07c	33.56	10.09	11.83	299	0.58
SPBC800.08	53.20	7.1	0.48	462	0.57
SPBC800.09	46.22	8.12	1.18	426	0.53
SPBC800.10c	120.54	4.47	-53.7	1116	0.59
SPBC800.11	42.09	3.96	-17.86	389	0.58
SPBC800.12c	15.30	4.74	-4.52	137	0.54
SPBC800.13	54.32	10.27	14.95	479	0.54
SPBC800.14c	17.70	10.27	10.15	160	0.57
SPBC83.01	91.12	4.43	-45.19	829	0.59
SPBC83.02c	10.38	11.6	17.09	94	0.43
SPBC83.03c	63.06	8.85	8.99	549	0.6
SPBC83.04	15.79	3.56	-32.5	136	0.5
SPBC83.05	88.20	8.88	10.2	773	0.62
SPBC83.06c	10.50	12.38	21.36	92	0.43
SPBC83.07	84.93	4.91	-31.86	752	0.57
SPBC83.08	51.56	5.05	-12.13	465	0.62
SPBC83.09c	47.39	4.47	-25.29	408	0.58
SPBC83.10	21.53	9.63	6.4	189	0.57
SPBC83.11	50.34	9.38	12.2	449	0.61
SPBC83.12	18.65	5.84	-4.39	161	0.56
SPBC83.13	31.58	10.58	18.1	293	0.52
SPBC83.14c	40.40	9.71	10.09	358	0.61
SPBC83.15	43.77	6.85	-0.75	387	0.6
SPBC83.16c	63.48	7.74	4.29	563	0.59
SPBC83.17	15.98	11.22	15.46	148	0.47
SPBC83.18c	30.85	7.74	2.09	272	0.58
SPBC83.19c	14.38	9.81	10.29	119	0.54
SPBC839.02	57.93	7.02	0.15	504	0.63
SPBC839.03c	28.92	4.91	-5.58	251	0.59
SPBC839.04	27.10	11.45	26.56	253	0.47
SPBC839.05c	15.51	10.91	12.22	131	0.44
SPBC839.06	115.33	6.28	-8.55	1037	0.63
SPBC839.07	15.78	8.42	1.67	138	0.53
SPBC839.08c	106.40	6.99	-0.11	935	0.61
SPBC839.09c	14.32	12.16	18.91	121	0.52
SPBC839.10	81.04	5.1	-14.49	695	0.6
SPBC839.11c	35.93	10.06	17.19	322	0.58
SPBC839.12	24.34	4.21	-20.74	210	0.53
SPBC839.13c	22.17	11.22	29.08	197	0.5
SPBC839.14c	27.01	4.42	-14.11	238	0.57
SPBC839.15c	49.67	9.5	14.17	460	0.45
SPBC839.16	101.20	7.29	2.29	937	0.57
SPBC839.17c	12.04	8.46	1.19	112	0.52
SPBC839.19	13.16	8.47	3.78	115	0.58
SPBC839.20	9.40	10.56	9.42	80	0.47
SPBC887.01	20.94	5.59	-6.07	178	0.52
SPBC887.02	76.60	6.76	-1.28	696	0.58
SPBC887.03c	85.10	8.79	6.61	747	0.59
SPBC887.04c	79.22	4.98	-17.59	718	0.6
SPBC887.05c	25.31	6.52	-2.62	217	0.57
SPBC887.06c	16.96	9.1	3.16	143	0.5
SPBC887.07	13.65	11	12.85	126	0.49
SPBC887.08	14.25	4.69	-5.58	124	0.54
SPBC887.09c	96.99	7.32	3.11	886	0.65
SPBC887.10	57.24	6.89	-0.38	522	0.59
SPBC887.11	52.27	9.31	14.16	451	0.57
SPBC887.12	142.38	5.87	-14.46	1258	0.59
SPBC887.13c	45.49	8.05	3.71	426	0.63
SPBC887.14c	90.05	10.2	31.77	805	0.6
SPBC887.15c	34.19	8.8	6.28	293	0.52
SPBC887.16	13.22	8.92	4.57	109	0.5
SPBC887.17	68.56	5.55	-5.91	625	0.58
SPBC887.18c	37.95	9.62	9.07	339	0.6
SPBC887.19	59.77	9.94	25.19	527	0.6
SPBC887.22	8.99	8.87	3.84	78	0.44
SPBC8D2.01	43.38	7.82	4.81	381	0.63
SPBC8D2.02c	18.82	7.59	0.66	170	0.57
SPBC8D2.03c	11.42	11.91	18.45	103	0.4
SPBC8D2.04	15.36	11.83	20.43	136	0.41
SPBC8D2.05c	102.03	10.75	69.32	840	0.59
SPBC8D2.06	122.91	6.24	-9.93	1064	0.54
SPBC8D2.07c	74.86	5.86	-12.98	673	0.62
SPBC8D2.09c	12.67	10.13	5.46	111	0.55
SPBC8D2.10c	57.83	4.46	-27.92	510	0.58
SPBC8D2.11	14.07	5.68	-2.28	122	0.54
SPBC8D2.12c	32.93	6.52	-3.1	293	0.57
SPBC8D2.13	52.39	4.25	-35.25	451	0.63
SPBC8D2.14c	34.89	8.95	2.69	309	0.63
SPBC8D2.15	41.69	9.56	13.67	370	0.64
SPBC8D2.16c	35.52	8.55	4.55	315	0.61
SPBC8D2.17	37.00	6.96	-0.14	328	0.6
SPBC8D2.18c	47.38	5.78	-8.37	433	0.49
SPBC8D2.19	63.22	9.07	14.31	559	0.66
SPBC8D2.20c	132.50	6.15	-9.7	1224	0.59
SPBC8D2.23	10.05	12.39	16.7	86	0.53
SPBC8E4.01c	63.65	8.18	4.92	572	0.52
SPBC8E4.03	45.90	5.26	-12.71	413	0.65
SPBC8E4.04	36.63	7.13	0.58	325	0.6
SPBC8E4.05c	49.94	5.35	-10.57	447	0.59
SPBC8E4.12c	10.05	4.04	-6.17	89	0.51
SPBC902.02c	108.65	6.98	-0.26	960	0.59
SPBC902.03	21.37	10.19	14.59	180	0.6
SPBC902.04	66.90	6.65	-3.47	589	0.61
SPBC902.05c	41.19	9.18	8.04	379	0.54
SPBC902.06	44.02	6.51	-4.73	397	0.64
SPBC947.01	71.73	9.01	11.65	660	0.59
SPBC947.02	76.68	5.29	-10.43	683	0.62
SPBC947.03c	8.13	9.31	2.43	72	0.5
SPBC947.04	100.89	4.17	-47	973	0.56
SPBC947.05c	65.26	8.74	12.74	564	0.69
SPBC947.06c	55.25	6.99	-0.02	498	0.7
SPBC947.07	27.13	11	37.72	233	0.58
SPBC947.08c	36.63	6.81	-0.56	338	0.55
SPBC947.09	28.53	4.78	-8.92	261	0.58
SPBC947.10	79.18	6.71	-2.47	695	0.63
SPBC947.11c	103.84	5.24	-20.06	920	0.62
SPBC947.12	53.24	6.06	-5.62	457	0.62
SPBC947.13	50.80	6.52	-4.69	452	0.62
SPBC947.14c	12.39	11.11	14.97	103	0.44
SPBC947.15c	60.78	10.04	19.26	551	0.61
SPBC9B6.02c	154.93	9.57	42.48	1333	0.57
SPBC9B6.03	32.05	8.76	8.63	293	0.6
SPBC9B6.04c	48.28	6.95	-0.28	439	0.55
SPBC9B6.05c	10.66	4.49	-7.28	93	0.5
SPBC9B6.06	28.16	11.22	29.81	254	0.57
SPBC9B6.07	25.75	9.92	8.41	217	0.6
SPBC9B6.08	25.86	4.34	-18.49	229	0.5
SPBC9B6.09c	79.02	10.31	31.21	726	0.65
SPBC9B6.10	52.55	4.65	-25.39	466	0.56
SPBC9B6.11c	57.65	8.42	7.64	502	0.62
SPBCPT2R1.01c	30.58	8.3	2.83	269	0.56
SPBCPT2R1.02	13.07	4.56	-6.11	119	0.53
SPBCPT2R1.03	15.13	7.43	0.6	129	0.54
SPBCPT2R1.04c	31.59	8.3	2.83	280	0.56
SPBCPT2R1.08c	219.38	6.83	-4.61	1919	0.64
SPBP16F5.02	37.67	8.43	5.47	322	0.59
SPBP16F5.03c	417.85	7.7	21.06	3661	0.6
SPBP16F5.04	18.72	4.48	-8.67	166	0.55
SPBP16F5.05c	16.28	4.21	-15.88	146	0.52
SPBP16F5.06	54.84	5.07	-11.56	478	0.58
SPBP16F5.07	48.96	7.01	0.02	426	0.55
SPBP16F5.08c	49.89	7.37	1.73	447	0.65
SPBP18G5.02	57.68	9.7	22.3	502	0.58
SPBP18G5.03	48.79	4.82	-13.74	430	0.61
SPBP19A11.01	18.02	4.51	-8.37	169	0.55
SPBP19A11.02c	25.35	6.79	-0.89	244	0.49
SPBP19A11.03c	98.00	4.64	-38.89	891	0.59
SPBP19A11.04c	251.19	5.75	-36.8	2196	0.58
SPBP19A11.06	172.26	7.85	13.01	1513	0.61
SPBP19A11.07c	79.56	6.46	-4.79	688	0.62
SPBP22H7.02c	93.68	6.68	-2.88	833	0.6
SPBP22H7.03	20.29	3.79	-25.3	181	0.55
SPBP22H7.04	29.51	10.63	22.39	255	0.6
SPBP22H7.05c	137.38	7.97	9.45	1201	0.63
SPBP22H7.06	26.26	5.76	-6.69	230	0.59
SPBP22H7.07	52.42	8.38	7.63	473	0.6
SPBP22H7.08	16.44	10.45	10.91	147	0.44
SPBP22H7.09c	47.39	7.03	0.19	409	0.62
SPBP23A10.02	14.61	5.04	-3.38	132	0.6
SPBP23A10.03c	13.64	9.33	2.94	115	0.55
SPBP23A10.04	78.74	4.96	-23.92	681	0.66
SPBP23A10.05	44.25	5.82	-6.7	395	0.54
SPBP23A10.06	36.40	10.08	13.81	335	0.62
SPBP23A10.07	131.69	8.58	20.13	1174	0.55
SPBP23A10.08	48.77	4.61	-19.38	433	0.57
SPBP23A10.09	23.07	7.04	0.1	202	0.55
SPBP23A10.10	82.82	8.86	10.17	749	0.6
SPBP23A10.11c	53.11	4.05	-29.4	507	0.56
SPBP23A10.12	27.67	9.35	7.32	245	0.6
SPBP23A10.13	108.61	9.79	24.12	972	0.62
SPBP23A10.14c	59.36	10.17	20.6	533	0.59
SPBP23A10.15c	50.74	6.81	-1.37	457	0.54
SPBP23A10.16	17.74	10.12	8.81	159	0.55
SPBP23A10.17	13.56	6.77	-0.03	118	0.55
SPBP26C9.02c	35.72	5.63	-6.97	323	0.57
SPBP26C9.03c	66.10	6.03	-7.88	584	0.58
SPBP35G2.02	23.40	4.29	-15.64	207	0.56
SPBP35G2.03c	37.13	9.02	8.97	319	0.57
SPBP35G2.04c	29.24	10.01	14.05	249	0.59
SPBP35G2.05c	49.75	9.61	15.24	435	0.61
SPBP35G2.06c	131.44	5.28	-30.9	1142	0.62
SPBP35G2.07	73.19	9.86	17.98	669	0.57
SPBP35G2.08c	35.54	7.75	4.85	315	0.56
SPBP35G2.09	20.48	9.87	10.04	182	0.55
SPBP35G2.10	162.63	7.81	12.97	1418	0.59
SPBP35G2.11c	44.66	7.46	5.14	397	0.59
SPBP35G2.12	23.03	4.66	-7.6	205	0.54
SPBP35G2.13c	36.71	9.77	9.88	316	0.61
SPBP35G2.14	114.23	7.18	1.98	1065	0.55
SPBP35G2.16c	9.22	7.27	0.48	84	0.52
SPBP35G2.17	12.52	11.05	9.36	106	0.56
SPBP4G3.02	50.56	4.44	-19.87	453	0.57
SPBP4G3.03	27.50	7.2	1.18	241	0.54
SPBP4H10.03	45.36	10.48	20.3	409	0.61
SPBP4H10.04	63.71	5.85	-11.25	554	0.56
SPBP4H10.05c	42.71	4.71	-15.24	378	0.59
SPBP4H10.06c	134.14	8.14	8.42	1172	0.6
SPBP4H10.07	64.38	4.98	-17.8	583	0.62
SPBP4H10.08	9.12	10.21	3.7	79	0.42
SPBP4H10.09	46.82	10.15	19.72	428	0.6
SPBP4H10.10	44.25	10.17	23.16	392	0.61
SPBP4H10.11c	75.79	6.91	-0.61	689	0.56
SPBP4H10.12	20.61	6.51	-1.14	184	0.55
SPBP4H10.13	15.66	11.05	19.12	143	0.49
SPBP4H10.14c	33.94	5.57	-6.95	308	0.58
SPBP4H10.15	99.90	7.92	7.68	918	0.59
SPBP4H10.16c	33.77	4.48	-13.27	295	0.64
SPBP4H10.17c	38.09	4.88	-11.19	341	0.59
SPBP4H10.18c	35.88	11.09	26.72	314	0.53
SPBP4H10.19c	43.42	8.69	6.72	381	0.61
SPBP4H10.20	35.11	6.8	-1.17	304	0.59
SPBP4H10.21c	24.99	4.55	-11.09	214	0.53
SPBP8B7.01c	11.84	11.01	9.46	102	0.48
SPBP8B7.02	30.03	6.12	-4.12	261	0.56
SPBP8B7.03c	39.77	11.44	40.12	363	0.47
SPBP8B7.04	94.73	7.19	1.12	819	0.6
SPBP8B7.05c	27.54	6.88	-0.4	244	0.53
SPBP8B7.06	11.16	3.69	-16.99	110	0.37
SPBP8B7.07c	55.05	7.98	7.7	483	0.6
SPBP8B7.08c	35.85	5.01	-9.55	310	0.53
SPBP8B7.09c	110.11	4.48	-36.35	978	0.57
SPBP8B7.10c	37.81	10.49	27.5	327	0.58
SPBP8B7.11	47.97	5.05	-11.17	434	0.57
SPBP8B7.12c	25.00	4.35	-13.36	220	0.6
SPBP8B7.13	27.75	10	10.09	251	0.59
SPBP8B7.14c	67.22	8.68	12.46	594	0.62
SPBP8B7.15c	53.16	9.27	14.84	482	0.57
SPBP8B7.16c	61.55	9.55	13.57	550	0.53
SPBP8B7.17c	55.75	6.97	-0.24	506	0.59
SPBP8B7.18c	61.35	5.59	-11.8	551	0.62
SPBP8B7.19	116.45	4.9	-35.37	1019	0.63
SPBP8B7.20c	68.93	4.77	-26.98	608	0.52
SPBP8B7.21	58.08	7.03	0.25	512	0.59
SPBP8B7.22	24.72	10.02	15.28	212	0.55
SPBP8B7.23	76.46	7.56	4.42	673	0.58
SPBP8B7.24c	14.16	8.41	1.19	121	0.51
SPBP8B7.25	22.16	5.68	-3.04	201	0.51
SPBP8B7.26	27.49	11.03	18.93	262	0.55
SPBP8B7.27	93.41	9.13	25.7	807	0.6
SPBP8B7.28c	25.07	5.69	-4.85	215	0.58
SPBP8B7.29	80.60	6.63	-3.95	718	0.58
SPBP8B7.30c	95.58	6.62	-4.44	857	0.57
SPBP8B7.31	19.91	7.97	2.06	172	0.59
SPBP8B7.32	8.84	11.1	7.69	74	0.48
SPBPB10D8.01	62.73	7.58	2.66	552	0.6
SPBPB10D8.02c	62.42	6.32	-6.19	554	0.64
SPBPB10D8.04c	43.12	9.74	16.35	379	0.59
SPBPB10D8.05c	43.12	9.74	16.35	379	0.59
SPBPB10D8.06c	43.12	9.74	16.35	379	0.59
SPBPB10D8.07c	43.12	9.74	16.35	379	0.59
SPBPB21E7.01c	47.87	5.8	-4.63	440	0.56
SPBPB21E7.02c	25.12	6.78	-1.05	213	0.57
SPBPB21E7.04c	32.12	8.91	2.95	281	0.57
SPBPB21E7.05	15.00	10.66	16.33	127	0.55
SPBPB21E7.07	32.23	5.15	-4.52	296	0.55
SPBPB21E7.09	38.60	4.76	-7.83	360	0.57
SPBPB21E7.10	8.86	7.53	0.22	84	0.39
SPBPB21E7.11	17.89	5.23	-2.59	164	0.54
SPBPB2B2.01	65.13	7.43	2.04	585	0.63
SPBPB2B2.02	43.15	8.74	5.79	381	0.57
SPBPB2B2.05	27.91	8.37	4.96	253	0.6
SPBPB2B2.06c	68.42	4.7	-23.26	601	0.58
SPBPB2B2.07c	28.75	8.04	2.74	250	0.59
SPBPB2B2.08	25.08	7.43	1.6	220	0.6
SPBPB2B2.09c	39.11	8.36	6.8	350	0.6
SPBPB2B2.10c	42.82	6.64	-2.44	369	0.55
SPBPB2B2.11	42.62	8.01	2.58	365	0.64
SPBPB2B2.12c	80.67	6.72	-2.49	713	0.64
SPBPB2B2.13	58.38	7.26	1.67	519	0.65
SPBPB2B2.14c	26.49	8.99	6.76	230	0.56
SPBPB2B2.15	22.65	4.39	-6.95	203	0.59
SPBPB2B2.16c	54.09	9.72	16.24	485	0.58
SPBPB2B2.17c	17.19	10.56	15.81	146	0.58
SPBPB2B2.18	17.94	9.44	8.27	153	0.58
SPBPB2B2.19c	40.15	4.8	-8.38	344	0.55
SPBPB7E8.01	61.40	4.47	-22.92	569	0.54
SPBPB7E8.02	82.21	9.48	13.48	749	0.58
SPBPB8B6.02c	72.60	8.02	5.2	673	0.59
SPBPB8B6.03	60.51	6.2	-3.66	547	0.61
SPBPB8B6.04c	74.42	7.02	0.11	648	0.61
SPBPB8B6.05c	38.06	8.79	5.06	356	0.59
SPBPB8B6.06c	34.56	9.11	12.31	311	0.6
SPBPJ4664.01	42.05	9.63	13.46	378	0.61
SPBPJ4664.02	394.85	5.78	-7.41	3971	0.51
SPBPJ4664.03	4.42	9.23	1.94	41	0.33
SPBPJ4664.04	136.37	6.07	-20.38	1207	0.58
SPBPJ4664.05	25.21	9.37	7.32	223	0.57
SPBPJ4664.06	165.47	5	-40.36	1448	0.62
SPCC1020.01c	110.13	5.13	-23.48	1010	0.61
SPCC1020.02	153.59	4.92	-46.43	1364	0.63
SPCC1020.03	43.23	9.54	13.61	397	0.62
SPCC1020.04c	15.73	4.01	-15.75	142	0.54
SPCC1020.05	57.82	5.54	-8.93	509	0.63
SPCC1020.06c	35.24	5.54	-2.57	322	0.47
SPCC1020.07	26.50	6.88	-0.4	236	0.62
SPCC1020.08	78.19	8.64	13.91	688	0.63
SPCC1020.09	45.75	6.24	-5.53	399	0.57
SPCC1020.10	73.23	7.69	8.37	650	0.57
SPCC1020.11c	12.29	8.36	0.94	108	0.54
SPCC1020.12c	33.82	9.13	8.03	288	0.58
SPCC1020.13c	77.44	5.21	-16.59	669	0.65
SPCC1020.14	154.92	9.57	42.48	1333	0.57
SPCC10H11.01	114.21	8.02	6.18	1014	0.61
SPCC10H11.02	34.57	9.9	10.97	289	0.56
SPCC1183.01	88.55	5.41	-14.01	768	0.64
SPCC1183.02	25.50	6.95	-0.1	220	0.56
SPCC1183.03c	18.39	7.56	0.88	158	0.55
SPCC1183.04c	60.76	9.67	22.85	524	0.6
SPCC1183.05c	106.02	8.94	14.14	913	0.61
SPCC1183.06	36.70	9.66	11.76	322	0.59
SPCC1183.07	187.52	5.14	-38.46	1690	0.59
SPCC1183.08c	23.92	10.52	17.12	216	0.46
SPCC1183.09c	11.96	7.5	0.84	109	0.58
SPCC1183.10	29.40	7.81	2.7	258	0.58
SPCC1183.11	114.27	7.24	2.76	1011	0.57
SPCC1183.12	15.86	8.91	1.47	138	0.53
SPCC11E10.01	42.77	7.03	0.16	390	0.57
SPCC11E10.02c	43.21	5.81	-6.68	380	0.57
SPCC11E10.03	41.25	4.78	-14.73	351	0.62
SPCC11E10.04	51.03	10.12	25.72	443	0.57
SPCC11E10.05c	64.68	7.75	3.61	572	0.64
SPCC11E10.06c	40.38	8.69	6.24	361	0.59
SPCC11E10.07c	37.77	6.29	-4.52	341	0.57
SPCC11E10.08	118.12	6.55	-5.63	1040	0.61
SPCC11E10.09c	55.44	6.51	-4.33	478	0.65
SPCC1223.01	82.70	8.98	25.09	732	0.6
SPCC1223.02	38.97	6.11	-4.37	346	0.55
SPCC1223.03c	71.87	7.34	1.69	649	0.61
SPCC1223.04c	44.08	5.62	-7.95	381	0.59
SPCC1223.05c	10.09	12.01	22.77	91	0.41
SPCC1223.06	127.44	6.95	-0.67	1147	0.62
SPCC1223.07c	66.67	6.24	-4.7	580	0.53
SPCC1223.08c	51.52	6.58	-3.07	461	0.55
SPCC1223.09	33.61	6.51	-2.78	296	0.53
SPCC1223.10c	27.66	4.84	-6.57	251	0.63
SPCC1223.11	40.88	4.57	-21.22	370	0.66
SPCC1223.12c	45.52	8.18	2.57	416	0.68
SPCC1223.13	108.33	6.75	-2.64	963	0.63
SPCC1223.14	42.32	6.98	-0.07	395	0.58
SPCC1223.15c	17.49	9.03	2.92	152	0.54
SPCC1235.01	69.70	3.81	-35.51	658	0.53
SPCC1235.02	40.65	9.48	13.41	363	0.6
SPCC1235.03	57.50	6.24	-7.85	502	0.61
SPCC1235.04c	30.61	7.87	2.04	265	0.57
SPCC1235.05c	143.67	5.09	-29.21	1284	0.6
SPCC1235.06	28.87	4.89	-6.99	257	0.53
SPCC1235.07	28.84	10.77	20.92	244	0.57
SPCC1235.08c	26.02	7.8	2.68	226	0.58
SPCC1235.09	62.76	4.78	-22.58	564	0.6
SPCC1235.10c	85.85	4.47	-40.8	752	0.66
SPCC1235.11	16.06	10.76	12.63	141	0.59
SPCC1235.12c	35.75	6	-5.83	311	0.61
SPCC1235.13	59.40	8.43	7.57	535	0.55
SPCC1235.14	60.32	5.9	-5.34	546	0.49
SPCC1235.15	39.49	9.89	13.82	345	0.58
SPCC1235.16	9.89	10.07	3.97	88	0.5
SPCC1235.17	18.06	9.6	10.26	150	0.52
SPCC1235.18	17.69	6.84	-0.61	159	0.54
SPCC1259.01c	17.44	11.23	16.91	152	0.45
SPCC1259.02c	91.84	5.13	-20.53	822	0.57
SPCC1259.03	13.12	4.84	-4.53	119	0.54
SPCC1259.04	18.77	10.83	12.95	168	0.51
SPCC1259.05c	6.64	9.69	3.18	58	0.45
SPCC1259.06	25.00	8.46	2.64	222	0.55
SPCC1259.07	39.42	5.82	-3.15	351	0.61
SPCC1259.08	43.00	4.85	-14.31	394	0.59
SPCC1259.09c	50.88	6.31	-4.45	456	0.59
SPCC1259.10	45.97	9.04	13.77	412	0.62
SPCC1259.11c	82.75	5.2	-16.99	720	0.61
SPCC1259.12c	54.96	6.2	-4.91	483	0.64
SPCC1259.13	56.51	9.16	13.85	496	0.6
SPCC1259.14c	83.83	6.51	-4.67	736	0.62
SPCC1259.15c	19.66	5.16	-4.08	176	0.55
SPCC1259.16	8.07	8.89	3.61	70	0.5
SPCC126.01c	42.03	5.1	-14.25	369	0.6
SPCC126.02c	69.10	7.59	2.49	607	0.63
SPCC126.03	60.32	6.71	-2.05	534	0.54
SPCC126.04c	38.58	9.46	11.47	344	0.58
SPCC126.05c	31.03	9.85	9.86	268	0.59
SPCC126.06	36.78	6.33	-1.35	328	0.55
SPCC126.07c	64.47	6.7	-3.49	571	0.64
SPCC126.08c	35.13	7.14	0.38	312	0.58
SPCC126.09	42.88	6.57	-5.05	389	0.58
SPCC126.10	27.99	6.13	-2.19	246	0.61
SPCC126.11c	19.77	11.07	18.16	183	0.56
SPCC126.12	29.85	6.51	-2.23	278	0.6
SPCC126.13c	16.85	7.5	0.85	145	0.54
SPCC126.14	40.30	9.17	6.13	343	0.61
SPCC126.15c	21.95	9.75	6.4	199	0.55
SPCC1281.01	272.12	5.46	-50.37	2410	0.56
SPCC1281.02c	34.63	9.92	9.2	311	0.56
SPCC1281.03c	21.55	10.26	8.7	193	0.59
SPCC1281.04	36.84	9.66	9.83	333	0.58
SPCC1281.05	44.01	9.55	12.76	390	0.59
SPCC1281.06c	54.44	9.61	16.15	479	0.51
SPCC1281.07c	40.07	8.52	6.23	337	0.67
SPCC1281.08	29.94	4.94	-7.01	264	0.67
SPCC132.01c	114.24	8.04	5.87	1021	0.59
SPCC132.02	37.92	6.32	-3.39	332	0.6
SPCC132.03	20.24	7.34	0.56	176	0.61
SPCC132.04c	125.71	7.84	8.64	1106	0.61
SPCC1322.01	109.98	9.45	28.61	957	0.62
SPCC1322.02	39.91	8.23	5.21	351	0.57
SPCC1322.03	97.44	8.77	11.11	862	0.64
SPCC1322.04	56.43	7.58	3.49	506	0.57
SPCC1322.05c	69.52	6.25	-6.76	612	0.59
SPCC1322.06	112.93	5.47	-18.38	983	0.64
SPCC1322.07c	12.24	7.8	0.82	104	0.54
SPCC1322.08	66.14	6.63	-4.07	580	0.63
SPCC1322.09	50.89	4.26	-37.6	455	0.62
SPCC1322.10	26.00	3.68	-9.8	262	0.5
SPCC1322.11	14.88	10.85	13.88	139	0.45
SPCC1322.12c	118.35	6.21	-14.38	1044	0.6
SPCC1322.13	60.01	6.57	-3.64	552	0.55
SPCC1322.14c	83.63	7.17	0.86	721	0.57
SPCC1322.15	12.80	11.92	21.39	111	0.48
SPCC1322.16	32.34	10.56	14.92	288	0.55
SPCC1393.02c	45.64	10.9	26.98	406	0.6
SPCC1393.03	17.52	11.02	13.43	153	0.42
SPCC1393.04	27.15	5.23	-6.54	233	0.57
SPCC1393.05	109.01	7.91	7.6	956	0.57
SPCC1393.06c	46.92	9.99	21.39	413	0.6
SPCC1393.07c	94.52	7.75	5.1	845	0.61
SPCC1393.08	60.35	5.54	-7.47	557	0.6
SPCC1393.09c	24.69	4.24	-21.4	215	0.57
SPCC1393.10	32.02	8.28	4.68	289	0.6
SPCC1393.11	22.70	11.29	22.43	197	0.54
SPCC1393.12	12.05	10.22	5.22	108	0.49
SPCC1393.13	50.12	5.22	-11.45	442	0.59
SPCC1393.14	11.53	9	4.1	102	0.55
SPCC13B11.01	37.40	6.93	-0.42	350	0.44
SPCC13B11.02c	16.63	7.01	0.03	138	0.6
SPCC13B11.03c	28.63	6.76	-2.07	256	0.56
SPCC13B11.04c	40.71	7.4	1.97	380	0.64
SPCC1442.01	105.19	5.54	-19.08	911	0.63
SPCC1442.02	64.17	4.41	-32.71	562	0.61
SPCC1442.03	37.72	9.67	13.27	338	0.58
SPCC1442.04c	55.61	3.69	-87.31	500	0.58
SPCC1442.05c	20.04	10.27	9.67	177	0.55
SPCC1442.06	26.40	4.74	-6.58	245	0.56
SPCC1442.07c	32.46	7.21	1.06	282	0.63
SPCC1442.08c	10.26	4.78	-3.65	86	0.57
SPCC1442.09	54.96	5.8	-9	489	0.59
SPCC1442.10c	33.72	4.32	-20.99	297	0.59
SPCC1442.11c	21.62	10.86	19.6	182	0.56
SPCC1442.12	26.52	8.96	7.94	240	0.61
SPCC1442.13c	21.03	10.39	11.19	187	0.51
SPCC1442.14c	14.58	6.87	-0.45	133	0.5
SPCC1442.15c	23.01	10.45	14.57	202	0.61
SPCC1442.16c	34.95	8.28	3.3	329	0.58
SPCC1442.17c	30.81	5.8	-3.06	271	0.51
SPCC1442.19	15.31	9.87	7.63	135	0.51
SPCC1450.02	65.19	4.92	-13.46	578	0.62
SPCC1450.03	27.07	3.96	-33.59	240	0.56
SPCC1450.04	23.48	4.12	-19.74	214	0.43
SPCC1450.05c	15.93	9.28	2.94	138	0.49
SPCC1450.06c	18.31	4.79	-6.07	166	0.54
SPCC1450.07c	38.71	6.68	-1.74	348	0.55
SPCC1450.08c	36.10	6.04	-3.07	319	0.63
SPCC1450.09c	67.04	4.08	-32.78	623	0.6
SPCC1450.10c	60.45	6.44	-3.73	538	0.62
SPCC1450.11c	149.90	5.8	-23.24	1338	0.62
SPCC1450.12	96.11	5.94	-12.9	821	0.6
SPCC1450.13c	22.86	5.05	-6.65	208	0.6
SPCC1450.14c	65.44	6.78	-1.83	567	0.6
SPCC1450.15	55.64	7.1	0.57	494	0.59
SPCC1450.16c	62.55	9.71	21.61	545	0.62
SPCC1494.01	36.42	4.74	-14.94	321	0.56
SPCC1494.02c	12.96	9.09	2.43	111	0.47
SPCC1494.03	56.14	6.5	-3.5	492	0.63
SPCC1494.04c	48.91	6.88	-0.87	431	0.62
SPCC1494.05c	111.97	4.46	-58.6	979	0.62
SPCC1494.06c	67.45	9.87	22.67	595	0.56
SPCC1494.07	171.17	6.51	-9.37	1502	0.65
SPCC1494.08c	31.20	8.24	3.1	274	0.62
SPCC1494.09c	18.00	4.67	-6.37	157	0.6
SPCC1494.10	104.59	7.45	3.07	964	0.59
SPCC1494.11c	154.80	9.6	43.48	1332	0.57
SPCC14G10.01	26.83	8.28	3.98	236	0.64
SPCC14G10.02	179.23	6.27	-12.88	1568	0.61
SPCC14G10.03c	14.66	6.11	-2.04	129	0.54
SPCC14G10.04	52.62	10.34	16.4	497	0.54
SPCC1529.01	54.87	9.36	11.24	491	0.62
SPCC162.01c	29.38	9.74	7.7	244	0.56
SPCC162.02c	109.85	6.17	-10.6	981	0.62
SPCC162.03	32.61	5.98	-3.64	292	0.64
SPCC162.04c	42.61	7.47	1.29	388	0.56
SPCC162.05	30.83	8.49	4.76	274	0.59
SPCC162.06c	23.59	4.3	-12.75	210	0.56
SPCC162.07	79.75	9.92	14.87	702	0.61
SPCC162.08c	211.46	4.95	-59.13	1837	0.6
SPCC162.09c	114.88	8.16	9.57	1053	0.56
SPCC162.10	38.67	9.99	17.21	338	0.59
SPCC162.11c	51.39	7.58	2.22	454	0.63
SPCC162.12	49.21	10.55	18.34	451	0.61
SPCC1620.01c	10.99	9.07	2.43	96	0.52
SPCC1620.02	41.20	5.06	-5.67	368	0.59
SPCC1620.03	21.90	9.54	7.81	186	0.55
SPCC1620.04c	58.41	8.63	9.12	509	0.63
SPCC1620.05	41.19	8.33	4.99	344	0.61
